2025-01-15 09:12:01 | INFO     | trading_bot | Logging initialised. Log file: /home/user/trading_bot/logs/trading_bot.log
2026-03-14 23:21:24 | DEBUG    | trading_bot.client | → GET /fapi/v1/premiumIndex  params={'symbol': 'BTCUSDT'}
2026-03-14 23:21:24 | DEBUG    | trading_bot.client | ← HTTP 200  body={"symbol":"BTCUSDT","markPrice":"70572.30000000","indexPrice":"70609.56521739","estimatedSettlePrice":"70671.64164314","lastFundingRate":"0.00002443","interestRate":"0.00010000","nextFundingTime":1773532800000,"time":1773510682000}
2026-03-14 23:21:24 | DEBUG    | trading_bot.orders | Poll — mark=70572.3 stop=70500.0 elapsed=36s
2026-03-14 23:21:26 | DEBUG    | trading_bot.client | → GET /fapi/v1/premiumIndex  params={'symbol': 'BTCUSDT'}
2026-03-14 23:21:26 | DEBUG    | trading_bot.client | ← HTTP 200  body={"symbol":"BTCUSDT","markPrice":"70572.30000000","indexPrice":"70609.55282609","estimatedSettlePrice":"70671.46853405","lastFundingRate":"0.00002443","interestRate":"0.00010000","nextFundingTime":1773532800000,"time":1773510685000}
2026-03-14 23:21:26 | DEBUG    | trading_bot.orders | Poll — mark=70572.3 stop=70500.0 elapsed=38s
2026-03-14 23:21:28 | DEBUG    | trading_bot.client | → GET /fapi/v1/premiumIndex  params={'symbol': 'BTCUSDT'}
2026-03-14 23:21:28 | DEBUG    | trading_bot.client | ← HTTP 200  body={"symbol":"BTCUSDT","markPrice":"70572.30000000","indexPrice":"70609.55065217","estimatedSettlePrice":"70671.37554887","lastFundingRate":"0.00002443","interestRate":"0.00010000","nextFundingTime":1773532800000,"time":1773510687000}
2026-03-14 23:21:28 | DEBUG    | trading_bot.orders | Poll — mark=70572.3 stop=70500.0 elapsed=40s
2026-03-14 23:21:30 | DEBUG    | trading_bot.client | → GET /fapi/v1/premiumIndex  params={'symbol': 'BTCUSDT'}
2026-03-14 23:21:31 | DEBUG    | trading_bot.client | ← HTTP 200  body={"symbol":"BTCUSDT","markPrice":"70572.30000000","indexPrice":"70609.56586957","estimatedSettlePrice":"70671.31686077","lastFundingRate":"0.00002443","interestRate":"0.00010000","nextFundingTime":1773532800000,"time":1773510689000}
2026-03-14 23:21:31 | DEBUG    | trading_bot.orders | Poll — mark=70572.3 stop=70500.0 elapsed=42s
2026-03-14 23:21:33 | DEBUG    | trading_bot.client | → GET /fapi/v1/premiumIndex  params={'symbol': 'BTCUSDT'}
2026-03-14 23:21:33 | DEBUG    | trading_bot.client | ← HTTP 200  body={"symbol":"BTCUSDT","markPrice":"70572.30000000","indexPrice":"70609.56369565","estimatedSettlePrice":"70671.22383686","lastFundingRate":"0.00002443","interestRate":"0.00010000","nextFundingTime":1773532800000,"time":1773510691000}
2026-03-14 23:21:33 | DEBUG    | trading_bot.orders | Poll — mark=70572.3 stop=70500.0 elapsed=44s
2026-03-14 23:21:35 | DEBUG    | trading_bot.client | → GET /fapi/v1/premiumIndex  params={'symbol': 'BTCUSDT'}
2026-03-14 23:21:35 | DEBUG    | trading_bot.client | ← HTTP 200  body={"symbol":"BTCUSDT","markPrice":"70572.20000000","indexPrice":"70609.55065217","estimatedSettlePrice":"70671.13082056","lastFundingRate":"0.00002443","interestRate":"0.00010000","nextFundingTime":1773532800000,"time":1773510693000}
2026-03-14 23:21:35 | DEBUG    | trading_bot.orders | Poll — mark=70572.2 stop=70500.0 elapsed=46s
2026-03-14 23:21:37 | DEBUG    | trading_bot.client | → GET /fapi/v1/premiumIndex  params={'symbol': 'BTCUSDT'}
2026-03-14 23:21:37 | DEBUG    | trading_bot.client | ← HTTP 200  body={"symbol":"BTCUSDT","markPrice":"70572.30000000","indexPrice":"70609.55369565","estimatedSettlePrice":"70670.95709210","lastFundingRate":"0.00002443","interestRate":"0.00010000","nextFundingTime":1773532800000,"time":1773510696000}
2026-03-14 23:21:37 | DEBUG    | trading_bot.orders | Poll — mark=70572.3 stop=70500.0 elapsed=48s
2026-03-14 23:21:39 | DEBUG    | trading_bot.client | → GET /fapi/v1/premiumIndex  params={'symbol': 'BTCUSDT'}
2026-03-14 23:21:40 | DEBUG    | trading_bot.client | ← HTTP 200  body={"symbol":"BTCUSDT","markPrice":"70572.30000000","indexPrice":"70609.55804348","estimatedSettlePrice":"70670.86404802","lastFundingRate":"0.00002443","interestRate":"0.00010000","nextFundingTime":1773532800000,"time":1773510698000}
2026-03-14 23:21:40 | DEBUG    | trading_bot.orders | Poll — mark=70572.3 stop=70500.0 elapsed=50s
2026-03-14 23:21:42 | DEBUG    | trading_bot.client | → GET /fapi/v1/premiumIndex  params={'symbol': 'BTCUSDT'}
2026-03-14 23:21:42 | DEBUG    | trading_bot.client | ← HTTP 200  body={"symbol":"BTCUSDT","markPrice":"70572.20000000","indexPrice":"70609.56304348","estimatedSettlePrice":"70670.80550606","lastFundingRate":"0.00002443","interestRate":"0.00010000","nextFundingTime":1773532800000,"time":1773510700000}
2026-03-14 23:21:42 | DEBUG    | trading_bot.orders | Poll — mark=70572.2 stop=70500.0 elapsed=52s
2026-03-14 23:21:44 | DEBUG    | trading_bot.client | → GET /fapi/v1/premiumIndex  params={'symbol': 'BTCUSDT'}
2026-03-14 23:21:44 | DEBUG    | trading_bot.client | ← HTTP 200  body={"symbol":"BTCUSDT","markPrice":"70572.45452899","indexPrice":"70609.56086957","estimatedSettlePrice":"70670.66684266","lastFundingRate":"0.00002443","interestRate":"0.00010000","nextFundingTime":1773532800000,"time":1773510703000}
2026-03-14 23:21:44 | DEBUG    | trading_bot.orders | Poll — mark=70572.45452899 stop=70500.0 elapsed=54s
2026-03-14 23:21:46 | DEBUG    | trading_bot.client | → GET /fapi/v1/premiumIndex  params={'symbol': 'BTCUSDT'}
2026-03-14 23:21:46 | DEBUG    | trading_bot.client | ← HTTP 200  body={"symbol":"BTCUSDT","markPrice":"70569.39692029","indexPrice":"70606.50326087","estimatedSettlePrice":"70670.57253915","lastFundingRate":"0.00002443","interestRate":"0.00010000","nextFundingTime":1773532800000,"time":1773510705000}
2026-03-14 23:21:46 | DEBUG    | trading_bot.orders | Poll — mark=70569.39692029 stop=70500.0 elapsed=56s
2026-03-14 23:21:48 | DEBUG    | trading_bot.client | → GET /fapi/v1/premiumIndex  params={'symbol': 'BTCUSDT'}
2026-03-14 23:21:49 | DEBUG    | trading_bot.client | ← HTTP 200  body={"symbol":"BTCUSDT","markPrice":"70564.42868841","indexPrice":"70601.79021739","estimatedSettlePrice":"70670.38395375","lastFundingRate":"0.00002443","interestRate":"0.00010000","nextFundingTime":1773532800000,"time":1773510708000}
2026-03-14 23:21:49 | DEBUG    | trading_bot.orders | Poll — mark=70564.42868841 stop=70500.0 elapsed=58s
2026-03-14 23:21:51 | DEBUG    | trading_bot.client | → GET /fapi/v1/premiumIndex  params={'symbol': 'BTCUSDT'}
2026-03-14 23:21:51 | DEBUG    | trading_bot.client | ← HTTP 200  body={"symbol":"BTCUSDT","markPrice":"70563.47607971","indexPrice":"70600.83760870","estimatedSettlePrice":"70670.28168496","lastFundingRate":"0.00002443","interestRate":"0.00010000","nextFundingTime":1773532800000,"time":1773510710000}
2026-03-14 23:21:51 | DEBUG    | trading_bot.orders | Poll — mark=70563.47607971 stop=70500.0 elapsed=60s
2026-03-14 23:21:53 | DEBUG    | trading_bot.client | → GET /fapi/v1/premiumIndex  params={'symbol': 'BTCUSDT'}
2026-03-14 23:21:53 | DEBUG    | trading_bot.client | ← HTTP 200  body={"symbol":"BTCUSDT","markPrice":"70561.25586232","indexPrice":"70598.61739130","estimatedSettlePrice":"70670.21671995","lastFundingRate":"0.00002443","interestRate":"0.00010000","nextFundingTime":1773532800000,"time":1773510712000}
2026-03-14 23:21:53 | DEBUG    | trading_bot.orders | Poll — mark=70561.25586232 stop=70500.0 elapsed=62s
2026-03-14 23:21:55 | DEBUG    | trading_bot.client | → GET /fapi/v1/premiumIndex  params={'symbol': 'BTCUSDT'}
2026-03-14 23:21:56 | DEBUG    | trading_bot.client | ← HTTP 200  body={"symbol":"BTCUSDT","markPrice":"70560.96878442","indexPrice":"70598.62673913","estimatedSettlePrice":"70670.11195027","lastFundingRate":"0.00002443","interestRate":"0.00010000","nextFundingTime":1773532800000,"time":1773510714000}
2026-03-14 23:21:56 | DEBUG    | trading_bot.orders | Poll — mark=70560.96878442 stop=70500.0 elapsed=64s
2026-03-14 23:21:58 | DEBUG    | trading_bot.client | → GET /fapi/v1/premiumIndex  params={'symbol': 'BTCUSDT'}
2026-03-14 23:21:58 | DEBUG    | trading_bot.client | ← HTTP 200  body={"symbol":"BTCUSDT","markPrice":"70557.73334964","indexPrice":"70595.39130435","estimatedSettlePrice":"70670.00486379","lastFundingRate":"0.00002443","interestRate":"0.00010000","nextFundingTime":1773532800000,"time":1773510716000}
2026-03-14 23:21:58 | DEBUG    | trading_bot.orders | Poll — mark=70557.73334964 stop=70500.0 elapsed=66s
2026-03-14 23:22:00 | DEBUG    | trading_bot.client | → GET /fapi/v1/premiumIndex  params={'symbol': 'BTCUSDT'}
2026-03-14 23:22:00 | DEBUG    | trading_bot.client | ← HTTP 200  body={"symbol":"BTCUSDT","markPrice":"70555.59921920","indexPrice":"70593.25717391","estimatedSettlePrice":"70669.89414411","lastFundingRate":"0.00002443","interestRate":"0.00010000","nextFundingTime":1773532800000,"time":1773510718000}
2026-03-14 23:22:00 | DEBUG    | trading_bot.orders | Poll — mark=70555.5992192 stop=70500.0 elapsed=68s
2026-03-14 23:22:02 | DEBUG    | trading_bot.client | → GET /fapi/v1/premiumIndex  params={'symbol': 'BTCUSDT'}
2026-03-14 23:22:02 | DEBUG    | trading_bot.client | ← HTTP 200  body={"symbol":"BTCUSDT","markPrice":"70554.29233877","indexPrice":"70592.84782609","estimatedSettlePrice":"70669.72730002","lastFundingRate":"0.00002443","interestRate":"0.00010000","nextFundingTime":1773532800000,"time":1773510721000}
2026-03-14 23:22:02 | DEBUG    | trading_bot.orders | Poll — mark=70554.29233877 stop=70500.0 elapsed=70s
2026-03-14 23:22:04 | DEBUG    | trading_bot.client | → GET /fapi/v1/premiumIndex  params={'symbol': 'BTCUSDT'}
2026-03-14 23:22:05 | DEBUG    | trading_bot.client | ← HTTP 200  body={"symbol":"BTCUSDT","markPrice":"70553.20712138","indexPrice":"70591.76260870","estimatedSettlePrice":"70669.57165213","lastFundingRate":"0.00002443","interestRate":"0.00010000","nextFundingTime":1773532800000,"time":1773510723000}
2026-03-14 23:22:05 | DEBUG    | trading_bot.orders | Poll — mark=70553.20712138 stop=70500.0 elapsed=72s
2026-03-14 23:22:07 | DEBUG    | trading_bot.client | → GET /fapi/v1/premiumIndex  params={'symbol': 'BTCUSDT'}
2026-03-14 23:22:07 | DEBUG    | trading_bot.client | ← HTTP 200  body={"symbol":"BTCUSDT","markPrice":"70552.70811594","indexPrice":"70591.71413043","estimatedSettlePrice":"70669.45919974","lastFundingRate":"0.00002443","interestRate":"0.00010000","nextFundingTime":1773532800000,"time":1773510725000}
2026-03-14 23:22:07 | DEBUG    | trading_bot.orders | Poll — mark=70552.70811594 stop=70500.0 elapsed=74s
2026-03-14 23:22:09 | DEBUG    | trading_bot.client | → GET /fapi/v1/premiumIndex  params={'symbol': 'BTCUSDT'}
2026-03-14 23:22:09 | DEBUG    | trading_bot.client | ← HTTP 200  body={"symbol":"BTCUSDT","markPrice":"70553.70000000","indexPrice":"70591.72282609","estimatedSettlePrice":"70669.33360461","lastFundingRate":"0.00002443","interestRate":"0.00010000","nextFundingTime":1773532800000,"time":1773510728000}
2026-03-14 23:22:09 | DEBUG    | trading_bot.orders | Poll — mark=70553.7 stop=70500.0 elapsed=76s
2026-03-14 23:22:11 | DEBUG    | trading_bot.client | → GET /fapi/v1/premiumIndex  params={'symbol': 'BTCUSDT'}
2026-03-14 23:22:11 | DEBUG    | trading_bot.client | ← HTTP 200  body={"symbol":"BTCUSDT","markPrice":"70558.10000000","indexPrice":"70595.78413043","estimatedSettlePrice":"70669.18336205","lastFundingRate":"0.00002443","interestRate":"0.00010000","nextFundingTime":1773532800000,"time":1773510730000}
2026-03-14 23:22:11 | DEBUG    | trading_bot.orders | Poll — mark=70558.1 stop=70500.0 elapsed=78s
